,name,links,year,type,char
171000,No!,https://www.kinopoisk.ru/film/1194350/,2018,film,"[[{'name': 'No! (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['фэнтези', '/lists/movies/genre--fantasy/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Tony Susi', '/name/4823121/']]}, {'Сценарий': [['Julian Santos', '/name/4808357/'], ['Tony Susi', '/name/4823121/']]}, {'Продюсер': [['Luz Cabrales', '/name/4247212/']]}, {'Оператор': [['Kyle Santos', '/name/5340262/'], ['Tony Susi', '/name/4823121/']]}, {'Композитор': '—'}, {'Монтаж': [['Luz Cabrales', '/name/4247212/'], ['Tony Susi', '/name/4823121/']]}, {'Премьера в мире': [['31 июля 2018', '/film/1194350/dates/']]}, {'Время': '2 мин.'}], [{'actor_name': 'Josh Bidwell', 'link': '/name/4440553/'}, {'actor_name': 'Meggie Roche', 'link': '/name/5340261/'}], ['none', 'none', 'none']]"
171001,Testing Times,https://www.kinopoisk.ru/film/1185051/,2018,film,"[[{'name': 'Testing Times (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['Великобритания', '/lists/movies/country--11/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Philip Cook', '/name/4019994/']]}, {'Сценарий': [['Philip Cook', '/name/4019994/']]}, {'Продюсер': [['George Collings', '/name/4019995/']]}, {'Оператор': [['Matt Bigwood', '/name/5303870/']]}, {'Композитор': [['Mark Harris', '/name/4225593/']]}, {'Монтаж': [['George Collings', '/name/4019995/']]}, {'Премьера в мире': [['10 октября 2018', '/film/1185051/dates/']]}, {'Время': '—'}], [{'actor_name': 'Dave Collings', 'link': '/name/5303866/'}, {'actor_name': 'Terri Collings', 'link': '/name/5303867/'}, {'actor_name': 'Philip Cook', 'link': '/name/4019994/'}, {'actor_name': 'Gary Cowley', 'link': '/name/5303868/'}, {'actor_name': 'Bill Irving', 'link': '/name/5303869/'}, {'actor_name': 'Тони Мандерс', 'link': '/name/3136894/'}, {'actor_name': 'Дафна Невилл', 'link': '/name/96969/'}], ['none', 'none', 'none']]"
171002,"Snow, it's hot!",https://www.kinopoisk.ru/film/1192968/,2018,film,"[[{'name': ""Snow, it's hot! (2018)"", 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['Эквадор', '/lists/movies/country--96/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Джонни Обандо', '/name/1610292/']]}, {'Сценарий': [['Джонни Обандо', '/name/1610292/']]}, {'Продюсер': '—'}, {'Композитор': '—'}, {'Монтаж': [['Джонни Обандо', '/name/1610292/']]}, {'Премьера в мире': [['25 мая 2018', '/film/1192968/dates/']]}, {'Время': '5 мин.'}], [{'actor_name': 'Nicole Borja', 'link': '/name/5335785/'}, {'actor_name': 'Marcos Chuncho', 'link': '/name/4150066/'}, {'actor_name': 'Jacqueline Montero', 'link': '/name/5335867/'}, {'actor_name': 'Джонни Обандо', 'link': '/name/1610292/'}, {'actor_name': 'Johnathan Siavichay', 'link': '/name/5335787/'}, {'actor_name': 'Nicole Solórzano', 'link': '/name/4150069/'}], ['none', 'none', 'none']]"
171003,Pots,https://www.kinopoisk.ru/film/1185227/,2018,film,"[[{'name': 'Pots (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['Нидерланды', '/lists/movies/country--12/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Stijn Rombouts', '/name/4503347/']]}, {'Сценарий': [['Stijn Rombouts', '/name/4503347/']]}, {'Продюсер': [['Stijn Rombouts', '/name/4503347/'], ['Jennie Cruz Calvo', '/name/5324770/']]}, {'Оператор': [['Mees Bakker', '/name/5324773/'], ['Jonathan ten Broeke', '/name/5324774/']]}, {'Композитор': [['Stijn Rombouts', '/name/4503347/']]}, {'Монтаж': [['Ivar Troost', '/name/4954436/'], ['Auke-jan Weening', '/name/5220092/']]}, {'Премьера в мире': [['30 августа 2018', '/film/1185227/dates/']]}, {'Время': '5 мин.'}], [{'actor_name': 'Jennie Cruz Calvo', 'link': '/name/5324770/'}, {'actor_name': 'Veerle Corten', 'link': '/name/5324771/'}, {'actor_name': 'Рон Де Грун', 'link': '/name/2359075/'}, {'actor_name': 'Careline Peerwijk', 'link': '/name/5324772/'}], ['none', 'none', 'none']]"
171004,And I Feel Fine,https://www.kinopoisk.ru/film/1185053/,2018,film,"[[{'name': 'And I Feel Fine (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Jeff Sweeney', '/name/5303263/']]}, {'Сценарий': [['Jeff Sweeney', '/name/5303263/']]}, {'Продюсер': '—'}, {'Оператор': [['Ethan Sandock', '/name/5184227/']]}, {'Композитор': '—'}, {'Монтаж': [['Jeff Sweeney', '/name/5303263/']]}, {'Премьера в мире': [['3 мая 2018', '/film/1185053/dates/']]}, {'Время': '6 мин.'}], [{'actor_name': 'Patrick T.J. Kelly', 'link': '/name/5303875/'}, {'actor_name': 'Sean William Kelly', 'link': '/name/5135538/'}, {'actor_name': 'Jarrod Lark', 'link': '/name/5303876/'}], ['none', 'none', 'none']]"
171005,Verdrongen,https://www.kinopoisk.ru/film/1197336/,2018,film,"[[{'name': 'Verdrongen (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['Нидерланды', '/lists/movies/country--12/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Amanda Plooij', '/name/5350522/']]}, {'Сценарий': [['Ellen Jonker', '/name/5350523/']]}, {'Продюсер': [['Дирк Гюнтер Мор', '/name/3390814/'], ['Jeffrey Engels', '/name/5350524/'], ['Raymond Zachariasse', '/name/5159163/']]}, {'Оператор': [['Daan Strampel', '/name/4599966/']]}, {'Композитор': [['Andre Schoorlemmer', '/name/4523599/']]}, {'Художник': [['Ellen Jonker', '/name/5350523/']]}, {'Монтаж': [['Patrick Klein Meuleman', '/name/3141027/'], ['Anneliek Noordermeer', '/name/4582648/']]}, {'Премьера в мире': [['30 августа 2018', '/film/1197336/dates/']]}, {'Время': '—'}], [{'actor_name': 'Дирк Гюнтер Мор', 'link': '/name/3390814/'}, {'actor_name': 'Jackie van Oppen', 'link': '/name/1481503/'}, {'actor_name': 'Ralph Remers', 'link': '/name/3804858/'}, {'actor_name': 'Maxime Vandommele', 'link': '/name/4779498/'}, {'actor_name': 'Cees de Jonge', 'link': '/name/3181154/'}], ['none', 'none', 'none']]"
171006,Bittersweet Education,https://www.kinopoisk.ru/film/1192953/,2018,film,"[[{'name': 'Bittersweet Education (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['Эквадор', '/lists/movies/country--96/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['боевик', '/lists/movies/genre--action/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top'], ['криминал', '/lists/movies/genre--crime/?b=films&b=top']]}, {'Слоган': ""«Let's the party begin»""}, {'Режиссер': [['Джонни Обандо', '/name/1610292/']]}, {'Сценарий': '—'}, {'Продюсер': [['Ronny Vera', '/name/5335810/'], ['Isabel Moreno', '/name/5335815/']]}, {'Композитор': '—'}, {'Художник': [['Luis Conforme', '/name/5335816/']]}, {'Монтаж': [['Джонни Обандо', '/name/1610292/']]}, {'Премьера в мире': [['11 сентября 2018', '/film/1192953/dates/']]}, {'Время': '15 мин.'}], [{'actor_name': 'Nicole Balladares', 'link': '/name/5335809/'}, {'actor_name': 'Nicole Borja', 'link': '/name/5335785/'}, {'actor_name': 'Marcos Chuncho', 'link': '/name/4150066/'}, {'actor_name': 'Ronny Vera', 'link': '/name/5335810/'}, {'actor_name': 'Luis Alvarado', 'link': '/name/5112177/'}, {'actor_name': 'David Peña', 'link': '/name/5335786/'}, {'actor_name': 'Sebastián Guerrero', 'link': '/name/5335811/'}, {'actor_name': 'Johan Villón', 'link': '/name/5335812/'}, {'actor_name': 'María Fernanda Moya', 'link': '/name/5335813/'}, {'actor_name': 'Felipe Crespo', 'link': '/name/4482703/'}], ['none', 'none', 'none']]"
171007,Photograph,https://www.kinopoisk.ru/film/2002282/,2018,film,"[[{'name': 'Photograph (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Leyi Dai', '/name/6294747/']]}, {'Сценарий': [['Leyi Dai', '/name/6294747/']]}, {'Продюсер': [['Leyi Dai', '/name/6294747/']]}, {'Композитор': '—'}, {'Премьера в мире': [['18 марта 2018', '/film/2002282/dates/']]}, {'Время': '6 мин.'}], [{'actor_name': 'Jeff Coppage', 'link': '/name/5236791/'}], ['none', 'none', 'none']]"
171008,Ocean Breeze,https://www.kinopoisk.ru/film/1206526/,2018,film,"[[{'name': 'Ocean Breeze (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Joe Gomez', '/name/5402046/']]}, {'Сценарий': [['Joe Gomez', '/name/5402046/']]}, {'Продюсер': [['Maddie Herreid', '/name/5402049/'], ['Vanita Joines', '/name/5402050/'], ['Beth Mathews', '/name/3242402/']]}, {'Оператор': [['Jonathan Marzolla', '/name/5692714/']]}, {'Композитор': [['Vanita Joines', '/name/5402050/']]}, {'Художник': [['Beth Mathews', '/name/3242402/']]}, {'Монтаж': [['Lucas Harger', '/name/3776185/']]}, {'Время': '9 мин.'}], [{'actor_name': 'Noelle Leichty', 'link': '/name/5402047/'}, {'actor_name': 'Daniella Mason', 'link': '/name/4855948/'}, {'actor_name': 'Paulina Wisniewski', 'link': '/name/5402048/'}], ['none', 'none', 'none']]"
171009,GirlFiends,https://www.kinopoisk.ru/film/1194485/,2018,film,"[[{'name': 'GirlFiends (2018)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2018', '/lists/movies/year--2018/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['комедия', '/lists/movies/genre--comedy/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Грае Марино', '/name/3090075/']]}, {'Сценарий': [['Грае Марино', '/name/3090075/']]}, {'Продюсер': [['Грае Марино', '/name/3090075/']]}, {'Оператор': [['Aki Aitos', '/name/5300416/']]}, {'Композитор': '—'}, {'Премьера в мире': [['29 сентября 2018', '/film/1194485/dates/']]}, {'Время': '—'}], [{'actor_name': 'Грае Марино', 'link': '/name/3090075/'}, {'actor_name': 'Джеки Питтс', 'link': '/name/2767752/'}, {'actor_name': 'Court Nixon', 'link': '/name/5340626/'}], ['none', 'none', 'none']]"
