,name,links,year,type,char
258000,Wall Paint,https://www.kinopoisk.ru/film/1392330/,2020,film,"[[{'name': 'Wall Paint (2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': '—'}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': ""«I'm glad that you called me»""}, {'Режиссер': [['Stephanie Oustalet', '/name/5681379/']]}, {'Сценарий': '—'}, {'Продюсер': [['Sierra Clark', '/name/6127744/'], ['Сэм Пейдж', '/name/5881901/']]}, {'Оператор': [['Prithvi Raj Karreddula', '/name/5681378/']]}, {'Композитор': '—'}, {'Время': '—'}], [{'actor_name': 'Darcy Doyle', 'link': '/name/6122854/'}, {'actor_name': 'Michael Heathen', 'link': '/name/6625190/'}, {'actor_name': 'Сэм Пейдж', 'link': '/name/5881901/'}, {'actor_name': 'C.C. Weatherly', 'link': '/name/5550210/'}], ['none', 'none', 'none']]"
258001,Ziggy,https://www.kinopoisk.ru/film/1384039/,2020,film,"[[{'name': 'Ziggy (2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['семейный', '/lists/movies/genre--family/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Адольфо Наварро', '/name/3085388/']]}, {'Сценарий': [['Адольфо Наварро', '/name/3085388/']]}, {'Продюсер': [['Адольфо Наварро', '/name/3085388/']]}, {'Оператор': [['Адольфо Наварро', '/name/3085388/']]}, {'Композитор': '—'}, {'Монтаж': [['Адольфо Наварро', '/name/3085388/']]}, {'Премьера в мире': [['9 марта 2020', '/film/1384039/dates/']]}, {'Время': '5 мин.'}], [{'actor_name': 'Адольфо Наварро', 'link': '/name/3085388/'}], ['none', 'none', 'none']]"
258002,Turmschatten,https://www.kinopoisk.ru/film/1415931/,2020,film,"[[{'name': 'Turmschatten (2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['Германия', '/lists/movies/country--3/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Renato Novakovic', '/name/3400303/']]}, {'Сценарий': [['Renato Novakovic', '/name/3400303/']]}, {'Продюсер': [['Peter Grandl', '/name/2218121/'], ['Renato Novakovic', '/name/3400303/']]}, {'Оператор': [['Alexander Hackinger', '/name/6203952/']]}, {'Композитор': [['Зигги Мюллер', '/name/645600/']]}, {'Премьера в мире': [['4 мая 2020', '/film/1415931/dates/']]}, {'Время': '3 мин.'}], [{'actor_name': 'Lenzi Grandl', 'link': '/name/6203951/'}, {'actor_name': 'Raphael Nybl', 'link': '/name/3187168/'}], ['none', 'none', 'none']]"
258003,Nipple Love,https://www.kinopoisk.ru/film/1384882/,2020,film,"[[{'name': 'Nipple Love (2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['комедия', '/lists/movies/genre--comedy/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Лулу Валенсиа', '/name/2771519/']]}, {'Сценарий': [['Лулу Валенсиа', '/name/2771519/']]}, {'Продюсер': [['Sean Randle', '/name/5466164/'], ['Лулу Валенсиа', '/name/2771519/']]}, {'Оператор': [['Henry Thompson Jr.', '/name/6099781/']]}, {'Композитор': '—'}, {'Монтаж': [['Henry Thompson Jr.', '/name/6099781/']]}, {'Премьера в мире': [['1 августа 2020', '/film/1384882/dates/']]}, {'Время': '—'}], [{'actor_name': 'Таша Дуглас', 'link': '/name/1578058/'}, {'actor_name': 'Louis Smith Iii', 'link': '/name/6099778/'}], ['none', 'none', 'none']]"
258004,Chu Kat Gaya,https://www.kinopoisk.ru/film/1435027/,2020,film,"[[{'name': 'Chu Kat Gaya (ТВ, 2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['Индия', '/lists/movies/country--29/?b=films&b=top']]}, {'Жанр': [['мелодрама', '/lists/movies/genre--romance/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Vijay', '/name/6240800/']]}, {'Сценарий': '—'}, {'Продюсер': [['Gehana Vasisth', '/name/5162564/']]}, {'Композитор': '—'}, {'Время': '—'}], [{'actor_name': 'Camboy Croc', 'link': '/name/6240801/'}, {'actor_name': 'Sagar Kumar', 'link': '/name/6235878/'}, {'actor_name': 'Rekha Mona Sarkar', 'link': '/name/6508221/'}, {'actor_name': 'Ashish Soni', 'link': '/name/6240803/'}, {'actor_name': 'Vikash', 'link': '/name/6240804/'}], ['none', 'none', 'none']]"
258005,The Promise,https://www.kinopoisk.ru/film/1415863/,2020,film,"[[{'name': 'The Promise (ТВ, 2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['Индия', '/lists/movies/country--29/?b=films&b=top']]}, {'Жанр': [['мелодрама', '/lists/movies/genre--romance/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': '—'}, {'Сценарий': '—'}, {'Продюсер': '—'}, {'Композитор': '—'}, {'Время': '—'}], [{'actor_name': 'Яш Гера', 'link': '/name/3378469/'}, {'actor_name': 'Krish Kapoor', 'link': '/name/6203862/'}, {'actor_name': 'Jeetu Mehta', 'link': '/name/6203865/'}, {'actor_name': 'Gehana Vasisth', 'link': '/name/5162564/'}], ['none', 'none', 'none']]"
258006,Good Girl,https://www.kinopoisk.ru/film/1376574/,2020,film,"[[{'name': 'Good Girl (2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['Великобритания', '/lists/movies/country--11/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top'], ['слова', '/film/1376574/keywords/']]}, {'Слоган': '—'}, {'Режиссер': [['Howard-Smith', '/name/4800105/']]}, {'Сценарий': [['Howard-Smith', '/name/4800105/']]}, {'Продюсер': '—'}, {'Оператор': [['Howard-Smith', '/name/4800105/']]}, {'Композитор': '—'}, {'Монтаж': [['Howard-Smith', '/name/4800105/']]}, {'Премьера в мире': [['26 января 2020', '/film/1376574/dates/']]}, {'Время': '16 мин.'}], [{'actor_name': 'Paige Allen', 'link': '/name/6080804/'}, {'actor_name': 'Auriol Goldingham', 'link': '/name/142681/'}, {'actor_name': 'Francesca Hutchison', 'link': '/name/6080805/'}, {'actor_name': 'Isabela Hutchison-Oliver', 'link': '/name/6080806/'}, {'actor_name': 'Lee Knight', 'link': '/name/6080807/'}, {'actor_name': 'Jacqui Ure', 'link': '/name/6080808/'}, {'actor_name': 'Holly Williams', 'link': '/name/6080809/'}, {'actor_name': 'Vaughan Williams', 'link': '/name/6080810/'}], ['none', 'none', 'none']]"
258007,The Sound of Silence,https://www.kinopoisk.ru/film/4423803/,2020,film,"[[{'name': 'The Sound of Silence (2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['Индия', '/lists/movies/country--29/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top']]}, {'Слоган': '«A journey to silence»'}, {'Режиссер': [['Soumya Chatterjee Bunty', '/name/6405966/']]}, {'Сценарий': [['Soumya Chatterjee Bunty', '/name/6405966/']]}, {'Продюсер': [['Soumya Chatterjee Bunty', '/name/6405966/']]}, {'Оператор': [['Anirban', '/name/6405968/']]}, {'Композитор': '—'}, {'Монтаж': [['Soumya Chatterjee Bunty', '/name/6405966/'], ['Joy', '/name/6405969/']]}, {'Премьера в мире': [['21 июня 2020', '/film/4423803/dates/']]}, {'Время': '10 мин.'}], [{'actor_name': 'Soumya Chatterjee Bunty', 'link': '/name/6405966/'}, {'actor_name': 'Акшай Капур', 'link': '/name/4673557/'}, {'actor_name': 'Surjokonya', 'link': '/name/6405967/'}], ['none', 'none', 'none']]"
258008,J'en ai marre!,https://www.kinopoisk.ru/film/1381995/,2020,film,"[[{'name': ""J'en ai marre! (2020)"", 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['Венгрия', '/lists/movies/country--49/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['комедия', '/lists/movies/genre--comedy/?b=films&b=top'], ['музыка', '/lists/movies/genre--music/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Peter Halmi', '/name/5294261/']]}, {'Сценарий': [['Andrea De Paolis', '/name/4783781/']]}, {'Продюсер': [['Krisztina Elo Goztola', '/name/1686259/'], ['Peter Halmi', '/name/5294261/']]}, {'Оператор': [['Istvan Hatvani', '/name/5334862/']]}, {'Композитор': '—'}, {'Монтаж': [['Istvan Hatvani', '/name/5334862/']]}, {'Премьера в мире': [['30 апреля 2020', '/film/1381995/dates/']]}, {'Время': '—'}], [{'actor_name': 'Krisztina Elo Goztola', 'link': '/name/1686259/'}, {'actor_name': 'Attila Németh', 'link': '/name/5766139/'}, {'actor_name': 'Ferenc László', 'link': '/name/5770956/'}], ['none', 'none', 'none']]"
258009,Vacío,https://www.kinopoisk.ru/film/1382293/,2020,film,"[[{'name': 'Vacío (2020)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2020', '/lists/movies/year--2020/?b=films&b=top']]}, {'Страна': [['Венесуэла', '/lists/movies/country--72/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Daniel Dannery', '/name/1945782/']]}, {'Сценарий': [['Алехандро Белло', '/name/3635491/']]}, {'Продюсер': [['Daniel Dannery', '/name/1945782/']]}, {'Композитор': '—'}, {'Монтаж': [['Daniel Dannery', '/name/1945782/']]}, {'Премьера в мире': [['17 апреля 2020', '/film/1382293/dates/']]}, {'Время': '1 мин.'}], [{'actor_name': 'Daniel Dannery', 'link': '/name/1945782/'}], ['none', 'none', 'none']]"
