,name,links,year,type,char
41000,Византийские игры,https://www.kinopoisk.ru/film/944355/,2016,film,"[[{'name': 'Византийские игры (2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['Турция', '/lists/movies/country--68/?b=films&b=top']]}, {'Жанр': [['комедия', '/lists/movies/genre--comedy/?b=films&b=top'], ['слова', '/film/944355/keywords/']]}, {'Слоган': '—'}, {'Режиссер': [['Гани Нюжде', '/name/723731/']]}, {'Сценарий': [['Emre Bülbül', '/name/1699435/'], ['Gökhan Karagülle', '/name/3655257/'], ['Гани Нюжде', '/name/723731/']]}, {'Продюсер': [['Шюкрю Авшар', '/name/1055773/'], ['Гани Нюжде', '/name/723731/'], ['Selim Aydogdu', '/name/3588818/'], ['...', '/film/944355/cast/who_is/producer/']]}, {'Оператор': [['Emre Aydin Deniz', '/name/3691558/']]}, {'Композитор': [['Cem Erman', '/name/4238660/']]}, {'Художник': [['Сойдан Кас', '/name/2407655/'], ['Фатош Суда', '/name/3655121/']]}, {'Монтаж': [['Мустафа Прешева', '/name/53894/']]}, {'Премьера в мире': [['14 января 2016', '/film/944355/dates/'], ['...', '/film/944355/dates/']]}, {'Время': '101 мин. / 01:41'}], [{'actor_name': 'Гюркан Уйгун', 'link': '/name/681623/'}, {'actor_name': 'Толгахан Сайышман', 'link': '/name/1674970/'}, {'actor_name': 'Гонджа Вуслатери', 'link': '/name/1916919/'}, {'actor_name': 'Ünal Yeter', 'link': '/name/3353869/'}, {'actor_name': 'Тувана Тюркай', 'link': '/name/2808371/'}, {'actor_name': 'Мурат Далкылыч', 'link': '/name/3169442/'}, {'actor_name': 'Эбру Айкач', 'link': '/name/1531409/'}, {'actor_name': 'Хазал Шенель', 'link': '/name/3353868/'}, {'actor_name': 'Алтуг Юджел', 'link': '/name/1661501/'}, {'actor_name': 'Özge Ince', 'link': '/name/4238655/'}], ['none', 'none', 'none']]"
41001,Две любви,https://www.kinopoisk.ru/film/956473/,2016,film,"[[{'name': 'Две любви (2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['Корея Южная', '/lists/movies/country--26/?b=films&b=top']]}, {'Жанр': [['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Дэвид Чо', '/name/432677/']]}, {'Сценарий': [['Дэвид Чо', '/name/432677/']]}, {'Продюсер': [['Чо Ын-ун', '/name/4239997/'], ['О Дон-джин', '/name/4292823/'], ['Пак Чон-хак', '/name/4292824/']]}, {'Оператор': [['Ли Хи-соп', '/name/3723075/']]}, {'Композитор': [['Чхве Ён-нак', '/name/1743740/']]}, {'Монтаж': [['Пак Чу-ён', '/name/4292827/']]}, {'Премьера в мире': [['14 апреля 2016', '/film/956473/dates/'], ['...', '/film/956473/dates/']]}, {'Время': '110 мин. / 01:50'}], [{'actor_name': 'Ким Джэ-ук', 'link': '/name/1741726/'}, {'actor_name': 'Чхэ Джон-ан', 'link': '/name/649646/'}, {'actor_name': 'Пак Кю-ри', 'link': '/name/2337227/'}, {'actor_name': 'Ён Ким', 'link': '/name/3281968/'}], ['none', 'none', 'none']]"
41002,Снежный человек против Зомби,https://www.kinopoisk.ru/film/964023/,2016,film,"[[{'name': 'Снежный человек против Зомби (2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['ужасы', '/lists/movies/genre--horror/?b=films&b=top'], ['слова', '/film/964023/keywords/']]}, {'Слоган': '«The Battle Between Nature And Science Begins!»'}, {'Режиссер': [['Марк Полония', '/name/475054/']]}, {'Сценарий': [['Марк Полония', '/name/475054/']]}, {'Продюсер': [['Роб Хаусхильд', '/name/912395/']]}, {'Оператор': [['Adam Murtland', '/name/4329845/']]}, {'Композитор': [['Greg Stanina', '/name/456199/']]}, {'Монтаж': [['Марк Полония', '/name/475054/']]}, {'Премьера в мире': [['23 февраля 2016', '/film/964023/dates/'], ['...', '/film/964023/dates/']]}, {'Время': '79 мин. / 01:19'}], [{'actor_name': 'Джеймс Кэролус', 'link': '/name/1543126/'}, {'actor_name': 'Тодд Карпентер', 'link': '/name/4329843/'}, {'actor_name': 'Bob Dennis', 'link': '/name/4329844/'}, {'actor_name': 'Steve Diasparra', 'link': '/name/2635936/'}, {'actor_name': 'Даниэль Донахью', 'link': '/name/1304344/'}, {'actor_name': 'Дэйв Файф', 'link': '/name/1262518/'}, {'actor_name': 'Джефф Киркендалл', 'link': '/name/1416942/'}, {'actor_name': 'Кен Ван Сент', 'link': '/name/1264281/'}, {'actor_name': 'Грета Волкова', 'link': '/name/3441469/'}], ['none', 'none', 'none']]"
41003,Коротышка: Побег века,https://www.kinopoisk.ru/film/963659/,2016,film,"[[{'name': 'Коротышка: Побег века (2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['Мексика', '/lists/movies/country--17/?b=films&b=top']]}, {'Жанр': [['криминал', '/lists/movies/genre--crime/?b=films&b=top'], ['слова', '/film/963659/keywords/']]}, {'Слоган': '—'}, {'Режиссер': [['Axel Uriegas', '/name/1468735/']]}, {'Сценарий': '—'}, {'Продюсер': '—'}, {'Композитор': '—'}, {'Монтаж': [['Хосе Каррильо', '/name/1626782/']]}, {'Премьера в мире': [['15 января 2016', '/film/963659/dates/']]}, {'Время': '86 мин. / 01:26'}], [{'actor_name': 'Иринео Альварес', 'link': '/name/730293/'}, {'actor_name': 'Хосе Сефами', 'link': '/name/56979/'}, {'actor_name': 'Кристофф', 'link': '/name/395977/'}, {'actor_name': 'Thelma Alves', 'link': '/name/4946276/'}, {'actor_name': 'Горацио Кастело', 'link': '/name/1124147/'}, {'actor_name': 'Monica Andrea Fredigo', 'link': '/name/4946277/'}, {'actor_name': 'Кристиан Гонсалес', 'link': '/name/2304608/'}, {'actor_name': 'Эдгардо Гонсалес', 'link': '/name/3634593/'}, {'actor_name': 'Enrique Gutiérrez', 'link': '/name/3197138/'}, {'actor_name': 'Армандо Эрнандес', 'link': '/name/2341783/'}], ['none', 'none', 'none']]"
41004,Оффлайн: жизнь прожить — не уровень пройти,https://www.kinopoisk.ru/film/963616/,2016,film,"[[{'name': 'Оффлайн: жизнь прожить — не уровень пройти (2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['Германия', '/lists/movies/country--3/?b=films&b=top']]}, {'Жанр': [['комедия', '/lists/movies/genre--comedy/?b=films&b=top'], ['приключения', '/lists/movies/genre--adventure/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Флориан Шнель', '/name/2668654/']]}, {'Сценарий': [['Жан Кронау', '/name/1785240/'], ['Флориан Шнель', '/name/2668654/']]}, {'Продюсер': [['Кристиан Бекер', '/name/28177/'], ['Энн Бюттнер', '/name/3288199/'], ['Marc Junker', '/name/3513649/'], ['...', '/film/963616/cast/who_is/producer/']]}, {'Оператор': [['Доминик Берг', '/name/1932876/']]}, {'Композитор': [['Renée Abe', '/name/4217373/'], ['Marius Kirsten', '/name/3741897/']]}, {'Художник': [['Johanna John', '/name/4091715/'], ['Уле Барселос', '/name/2365384/'], ['Tanja Gierich', '/name/2616847/'], ['...', '/film/963616/cast/who_is/design/']]}, {'Монтаж': [['Matthias Scharfi', '/name/1934848/']]}, {'Премьера в мире': [['19 января 2016', '/film/963616/dates/'], ['...', '/film/963616/dates/']]}, {'Время': '91 мин. / 01:31'}], [{'actor_name': 'Ugur Ekeroglu', 'link': '/name/2376432/'}, {'actor_name': 'Мала Эмде', 'link': '/name/1910490/'}, {'actor_name': 'Мориц Ян', 'link': '/name/2273953/'}, {'actor_name': 'Флоренс Касумба', 'link': '/name/463340/'}, {'actor_name': 'Хеннинг Пекер', 'link': '/name/378615/'}, {'actor_name': 'Даниэль Риззо', 'link': '/name/1670578/'}, {'actor_name': 'Давид Шюттер', 'link': '/name/2724040/'}, {'actor_name': 'Ханнес Вегенер', 'link': '/name/803773/'}, {'actor_name': 'Марк Звинц', 'link': '/name/559874/'}, {'actor_name': 'Frank W. Rima', 'link': '/name/4507184/'}], ['none', 'none', 'none']]"
41005,Продавец грез,https://www.kinopoisk.ru/film/964239/,2016,film,"[[{'name': 'Продавец грез (2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['Бразилия', '/lists/movies/country--10/?b=films&b=top']]}, {'Жанр': [['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Жайме Монжардим', '/name/559777/']]}, {'Сценарий': [['Л.Ж. Байан', '/name/2839555/'], ['Тубалдини Шеллинг', '/name/857534/'], ['Августо Кури', '/name/2770457/']]}, {'Продюсер': [['Тубалдини Шеллинг', '/name/857534/'], ['Валерия Коста Аморим', '/name/245357/'], ['Элоиза Резенде', '/name/393334/']]}, {'Оператор': [['Нонато Стела', '/name/635620/']]}, {'Композитор': '—'}, {'Монтаж': [['Густаво Джани', '/name/1997484/']]}, {'Премьера в мире': [['8 декабря 2016', '/film/964239/dates/']]}, {'Время': '98 мин. / 01:38'}], [{'actor_name': 'Сесар Тронкосо', 'link': '/name/760159/'}, {'actor_name': 'Дэн Стулбах', 'link': '/name/569628/'}, {'actor_name': 'Даниэль Силва Антунес', 'link': '/name/2871920/'}, {'actor_name': 'Нельсон Баскевиль', 'link': '/name/1641309/'}, {'actor_name': 'Марсело Флорес', 'link': '/name/748733/'}, {'actor_name': 'Стела Фрейташ', 'link': '/name/69007/'}, {'actor_name': 'Леонардо Медейрос', 'link': '/name/758775/'}, {'actor_name': 'Тьяго Мендонича', 'link': '/name/770841/'}, {'actor_name': 'Гильерме Пратес', 'link': '/name/2461595/'}, {'actor_name': 'Алеш Тейш', 'link': '/name/1705733/'}], ['none', 'none', 'none']]"
41006,Жизнь с Анной,https://www.kinopoisk.ru/film/969038/,2016,film,"[[{'name': 'Жизнь с Анной (ТВ, 2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['Швейцария', '/lists/movies/country--21/?b=films&b=top']]}, {'Жанр': [['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Грег Зглински', '/name/406633/']]}, {'Сценарий': [['Ноэми Коше', '/name/233945/'], ['Анри Эльман', '/name/586520/']]}, {'Продюсер': [['Жан-Луи Порше', '/name/19906/'], ['Жерар Рюэ', '/name/19907/']]}, {'Оператор': [['Питро Цюргер', '/name/412748/']]}, {'Композитор': [['Бартош Хайдецкий', '/name/1716241/']]}, {'Художник': [['Fabrizio Nicora', '/name/1994311/'], ['Samantha Françoise', '/name/2115271/'], ['Géraldine Dardano', '/name/3581859/']]}, {'Премьера в мире': [['22 января 2016', '/film/969038/dates/'], ['...', '/film/969038/dates/']]}, {'Время': '91 мин. / 01:31'}], [{'actor_name': 'Матье Симоне', 'link': '/name/19889/'}, {'actor_name': 'Гаэлль Бона', 'link': '/name/884243/'}, {'actor_name': 'Изабель Кэйллат', 'link': '/name/690909/'}, {'actor_name': 'Жан-Шарль Клише', 'link': '/name/1821754/'}, {'actor_name': 'Baptiste Coustenoble', 'link': '/name/2722500/'}, {'actor_name': 'Антонин Шопфер', 'link': '/name/1183383/'}, {'actor_name': 'Жан-Люк Боржеа', 'link': '/name/389318/'}, {'actor_name': 'Моника Будде', 'link': '/name/873097/'}, {'actor_name': 'Франсуа Флори', 'link': '/name/267830/'}, {'actor_name': 'Жан-Пьер Гос', 'link': '/name/24534/'}], ['none', 'none', 'none']]"
41007,"Свобода, свобода",https://www.kinopoisk.ru/series/975291/,2016,series,"[[{'name': 'Свобода, свобода (сериал 2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=series&b=top'], ['1 сезон', '/film/975291/episodes/']]}, {'Страна': [['Бразилия', '/lists/movies/country--10/?b=series&b=top']]}, {'Жанр': [['фэнтези', '/lists/movies/genre--fantasy/?b=series&b=top'], ['драма', '/lists/movies/genre--drama/?b=series&b=top'], ['история', '/lists/movies/genre--history/?b=series&b=top'], ['слова', '/film/975291/keywords/']]}, {'Слоган': '—'}, {'Режиссер': [['Pedro Brenelli', '/name/4383475/'], ['Андре Камара', '/name/1979220/'], ['Винисиус Коимбра', '/name/1334337/']]}, {'Сценарий': [['Марсия Пратес', '/name/1333692/'], ['Марио Тейшейра', '/name/1555283/'], ['Серджио Маркус', '/name/1334319/'], ['...', '/film/975291/cast/who_is/writer/']]}, {'Продюсер': [['Andreia Carvana', '/name/4560400/'], ['Alex Costa', '/name/3261263/'], ['Raul Gama', '/name/4560401/'], ['...', '/film/975291/cast/who_is/producer/']]}, {'Оператор': [['Рикардо Гальянон', '/name/1334356/']]}, {'Композитор': '—'}, {'Художник': [['Márcia Inoue', '/name/4560406/'], ['Кака Монтейру', '/name/1997772/'], ['Paulo Renato', '/name/2965023/'], ['...', '/film/975291/cast/who_is/design/']]}, {'Монтаж': [['Уилсон Фрагосо', '/name/810370/'], ['Маркос Перейра Лисбоа', '/name/2101486/'], ['Alexandre Saggese', '/name/737543/'], ['...', '/film/975291/cast/who_is/editor/']]}, {'Бюджет': [['$6\xa0700\xa0000', '/film/975291/box/']]}, {'Премьера в мире': [['11 апреля 2016', '/film/975291/dates/']]}, {'Время': '35 мин'}], [{'actor_name': 'Матеус Солано', 'link': '/name/1654378/'}, {'actor_name': 'Майте Проэнса', 'link': '/name/245353/'}, {'actor_name': 'Лилия Кабрал', 'link': '/name/245346/'}, {'actor_name': 'Андреа Орта', 'link': '/name/1654371/'}, {'actor_name': 'Кайу Блат', 'link': '/name/228568/'}, {'actor_name': 'Бруно Феррари', 'link': '/name/811173/'}, {'actor_name': 'Далтон Виг', 'link': '/name/559438/'}, {'actor_name': 'Наталия Дилл', 'link': '/name/1683761/'}, {'actor_name': 'Рикарду Перейра', 'link': '/name/718455/'}, {'actor_name': 'Шерон Менеззес', 'link': '/name/1055960/'}], ['none', 'none', 'none']]"
41008,"Коко: Горилла, говорящая с людьми",https://www.kinopoisk.ru/film/1009412/,2016,film,"[[{'name': 'Коко: Горилла, говорящая с людьми (ТВ, 2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=films&b=top']]}, {'Страна': [['Великобритания', '/lists/movies/country--11/?b=films&b=top']]}, {'Жанр': [['документальный', '/lists/movies/genre--documentary/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Jonathan Taylor', '/name/4560771/']]}, {'Сценарий': '—'}, {'Продюсер': '—'}, {'Оператор': [['Jonathan Taylor', '/name/4560771/']]}, {'Композитор': '—'}, {'Премьера в мире': [['15 июня 2016', '/film/1009412/dates/'], ['...', '/film/1009412/dates/']]}, {'Время': '58 мин.'}], [{'actor_name': 'Берти Карвел', 'link': '/name/1280357/'}, {'actor_name': 'Коко', 'link': '/name/177670/'}, {'actor_name': 'Пенни Паттерсон', 'link': '/name/177671/'}, {'actor_name': 'Робин Уильямс', 'link': '/name/20087/'}], ['none', 'none', 'none']]"
41009,Моя мать и другие чудаки,https://www.kinopoisk.ru/series/1009371/,2016,series,"[[{'name': 'Моя мать и другие чудаки (сериал 2016)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2016', '/lists/movies/year--2016/?b=series&b=top'], ['1 сезон', '/film/1009371/episodes/']]}, {'Страна': [['Великобритания', '/lists/movies/country--11/?b=series&b=top']]}, {'Жанр': [['драма', '/lists/movies/genre--drama/?b=series&b=top'], ['слова', '/film/1009371/keywords/']]}, {'Слоган': '—'}, {'Режиссер': [['Адриан Шерголд', '/name/321924/']]}, {'Сценарий': [['Бэрри Дэвлин', '/name/102531/']]}, {'Продюсер': [['Стивен Эшли', '/name/1270381/'], ['Erin Delaney', '/name/4566371/'], ['Бэрри Дэвлин', '/name/102531/'], ['...', '/film/1009371/cast/who_is/producer/']]}, {'Оператор': [['Тони Слэйтер Линг', '/name/733315/']]}, {'Композитор': [['Натали Энн Холт', '/name/1211979/']]}, {'Художник': [['Том МакКаллаг', '/name/1988279/'], ['Стивен Мэйсон', '/name/2186197/'], ['Мэгги Доннелли', '/name/1995860/'], ['...', '/film/1009371/cast/who_is/design/']]}, {'Монтаж': [['Таня Реддин', '/name/2019693/']]}, {'Бюджет': [['£ 7\xa0000\xa0000', '/film/1009371/box/']]}, {'Премьера в мире': [['8 ноября 2016', '/film/1009371/dates/'], ['...', '/film/1009371/dates/']]}, {'Время': '60 мин'}], [{'actor_name': 'Киран Хайндс', 'link': '/name/14570/'}, {'actor_name': 'Michael Nevin', 'link': '/name/4387027/'}, {'actor_name': 'Хэтти Морахэн', 'link': '/name/1026111/'}, {'actor_name': 'Оуэн МакДоннелл', 'link': '/name/590100/'}, {'actor_name': 'Mia Carlin', 'link': '/name/4560516/'}, {'actor_name': 'Айзек Хеслип', 'link': '/name/4560517/'}, {'actor_name': 'Фиона О’Шонесси', 'link': '/name/380660/'}, {'actor_name': 'Эйлин О’Хиггинс', 'link': '/name/1878314/'}, {'actor_name': 'Дес МакАлир', 'link': '/name/8635/'}, {'actor_name': 'Гэвин Дреа', 'link': '/name/2671509/'}], ['none', 'none', 'none']]"
