,name,links,year,type,char
27000,Matinee,https://www.kinopoisk.ru/film/870412/,2015,film,"[[{'name': 'Matinee (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top'], ['мелодрама', '/lists/movies/genre--romance/?b=films&b=top'], ['семейный', '/lists/movies/genre--family/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Benjamin Eades', '/name/2687104/']]}, {'Сценарий': [['Benjamin Eades', '/name/2687104/']]}, {'Продюсер': [['Benjamin Eades', '/name/2687104/'], ['Mark Wilson Sunderland', '/name/4402031/'], ['Bernie Thompson', '/name/3837237/']]}, {'Оператор': [['Eric Ugland', '/name/2703250/']]}, {'Композитор': [['Elizabeth Lim', '/name/3028298/']]}, {'Художник': [['Addie C. Babcock', '/name/3837238/'], ['Austin Lackey', '/name/3837239/'], ['Lori Seidler', '/name/3803440/']]}, {'Монтаж': [['Gabe Gilden', '/name/3397518/']]}, {'Премьера в мире': [['22 апреля 2015', '/film/870412/dates/']]}, {'Время': '13 мин.'}], [{'actor_name': 'Крэйг Майкл Бек', 'link': '/name/2645136/'}, {'actor_name': 'David Cleaveland', 'link': '/name/3837234/'}, {'actor_name': 'Lauren Cusker', 'link': '/name/3837233/'}, {'actor_name': 'Mia Holland', 'link': '/name/3837235/'}, {'actor_name': 'Dorothy Hadley Joly', 'link': '/name/3327169/'}, {'actor_name': 'Jeremy Lister', 'link': '/name/3837232/'}, {'actor_name': 'Treg Monty', 'link': '/name/3525161/'}], ['none', 'none', 'none']]"
27001,Notes,https://www.kinopoisk.ru/film/902115/,2015,film,"[[{'name': 'Notes (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['Канада', '/lists/movies/country--6/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top'], ['мелодрама', '/lists/movies/genre--romance/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Chris Booth', '/name/4037865/']]}, {'Сценарий': [['Chris Booth', '/name/4037865/']]}, {'Продюсер': [['Chris Booth', '/name/4037865/'], ['Jana Jankovic', '/name/4037866/'], ['Robert Lyte', '/name/3078157/']]}, {'Оператор': [['Robert Lyte', '/name/3078157/']]}, {'Композитор': [['Fraser MacDougal', '/name/4037867/'], ['Tim White', '/name/4037868/']]}, {'Художник': [['Joel Pylypiw', '/name/4037869/']]}, {'Монтаж': [['Брайан Уильямс', '/name/3477554/']]}, {'Премьера в мире': [['17 марта 2015', '/film/902115/dates/']]}, {'Время': '4 мин.'}], [{'actor_name': 'Дженнифер Де Люсия', 'link': '/name/2268700/'}, {'actor_name': 'Дэниэл Столфи', 'link': '/name/1614296/'}], ['none', 'none', 'none']]"
27002,The Act of Writing,https://www.kinopoisk.ru/film/996351/,2015,film,"[[{'name': 'The Act of Writing (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['документальный', '/lists/movies/genre--documentary/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Дилан Веррекия', '/name/386758/']]}, {'Сценарий': [['Аарон Гудстоун', '/name/136144/'], ['Дилан Веррекия', '/name/386758/']]}, {'Продюсер': [['Faustine Zanetta-Monti', '/name/4485344/']]}, {'Оператор': [['Йонас Риис', '/name/1314108/'], ['Дилан Веррекия', '/name/386758/']]}, {'Композитор': '—'}, {'Премьера в мире': [['5 мая 2015', '/film/996351/dates/']]}, {'Время': '—'}], [{'actor_name': 'Boots 119', 'link': '/name/7071272/'}, {'actor_name': 'Checker 170', 'link': '/name/7071273/'}, {'actor_name': 'Футура 2000', 'link': '/name/313940/'}, {'actor_name': 'Аарон Гудстоун', 'link': '/name/136144/'}], ['none', 'none', 'none']]"
27003,Away from Here,https://www.kinopoisk.ru/film/858293/,2015,film,"[[{'name': 'Away from Here (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['Канада', '/lists/movies/country--6/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top'], ['слова', '/film/858293/keywords/']]}, {'Слоган': '—'}, {'Режиссер': [['Joseph Covello', '/name/2462703/']]}, {'Сценарий': [['Joseph Covello', '/name/2462703/']]}, {'Продюсер': [['Joseph Covello', '/name/2462703/'], ['Ivan Hutomo', '/name/2462645/'], ['Krystle Ferdinand', '/name/3537680/'], ['...', '/film/858293/cast/who_is/producer/']]}, {'Оператор': [['Samuel Plante', '/name/2462695/']]}, {'Композитор': [['Richard D. Taylor', '/name/3391202/']]}, {'Художник': [['Rachel McParland', '/name/2849092/'], ['Adam Szigeti', '/name/3794031/']]}, {'Монтаж': [['Joseph Covello', '/name/2462703/']]}, {'Время': '25 мин.'}], [{'actor_name': 'Грег Гиббонс', 'link': '/name/3644093/'}, {'actor_name': 'Челси Мари', 'link': '/name/3102753/'}, {'actor_name': 'Кен Джеймс Стюарт', 'link': '/name/3377018/'}], ['none', 'none', 'none']]"
27004,Mary's House,https://www.kinopoisk.ru/film/916240/,2015,film,"[[{'name': ""Mary's House (2015)"", 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['Великобритания', '/lists/movies/country--11/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top'], ['детектив', '/lists/movies/genre--mystery/?b=films&b=top']]}, {'Слоган': '«Marys House...The Future is the Past...»'}, {'Режиссер': [['Simon Lyell', '/name/4100903/']]}, {'Сценарий': [['Steven Patrick', '/name/3083757/']]}, {'Продюсер': [['Steven Patrick', '/name/3083757/']]}, {'Композитор': '—'}, {'Монтаж': [['Chris Quick', '/name/2605934/']]}, {'Премьера в мире': [['8 июля 2015', '/film/916240/dates/']]}, {'Время': '10 мин.'}], [{'actor_name': 'Elizabeth Baillie', 'link': '/name/2605938/'}, {'actor_name': 'Steven Patrick', 'link': '/name/3083757/'}, {'actor_name': 'Chris Quick', 'link': '/name/2605934/'}, {'actor_name': 'Iain Grant', 'link': '/name/4111570/'}], ['none', 'none', 'none']]"
27005,Memorial Day,https://www.kinopoisk.ru/film/863961/,2015,film,"[[{'name': 'Memorial Day (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Бен Уоттс', '/name/2351148/']]}, {'Сценарий': [['Бен Уоттс', '/name/2351148/'], ['Марк Ричард', '/name/574484/']]}, {'Продюсер': [['Robert Bryce Milburn', '/name/2469170/'], ['Бен Уоттс', '/name/2351148/']]}, {'Оператор': [['Колтон Дави', '/name/2484648/']]}, {'Композитор': [['Эрик Д. Джонсон', '/name/2333225/']]}, {'Монтаж': [['Бен Уоттс', '/name/2351148/']]}, {'Премьера в мире': [['30 мая 2015', '/film/863961/dates/']]}, {'Время': '18 мин.'}], [{'actor_name': 'Jonah Sams', 'link': '/name/3814974/'}, {'actor_name': 'Томас Пэйс', 'link': '/name/1043383/'}, {'actor_name': 'Лесли Е. Уоррен', 'link': '/name/3257240/'}, {'actor_name': 'Дива Тайлер', 'link': '/name/2267886/'}, {'actor_name': 'Майкл Провост', 'link': '/name/2462523/'}, {'actor_name': 'Эндрю Беллами', 'link': '/name/2345249/'}], ['none', 'none', 'none']]"
27006,Sagacity,https://www.kinopoisk.ru/series/892697/,2015,series,"[[{'name': 'Sagacity (сериал 2015 – 2016)', 'description': 'none', 'rating': 'none', 'grades': 'none'}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=series&b=top']]}, {'Страна': '—'}, {'Жанр': '—'}, {'Слоган': '—'}, {'Режиссер': '—'}, {'Сценарий': '—'}, {'Продюсер': '—'}, {'Композитор': '—'}, {'Время': '—'}], [], ['none', 'none', 'none']]"
27007,The Hunt,https://www.kinopoisk.ru/film/852016/,2015,film,"[[{'name': 'The Hunt (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['Канада', '/lists/movies/country--6/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['мелодрама', '/lists/movies/genre--romance/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Nelson Wu', '/name/3768907/']]}, {'Сценарий': [['Gerald Williams', '/name/3214878/']]}, {'Продюсер': [['Янг Чо', '/name/2730967/'], ['Gerald Williams', '/name/3214878/'], ['Nelson Wu', '/name/3768907/']]}, {'Оператор': [['Christian Lai', '/name/2452959/']]}, {'Композитор': '—'}, {'Бюджет': [['CA$ 7\xa0000', '/film/852016/box/']]}, {'Время': '—'}], [{'actor_name': 'Samantha Hum', 'link': '/name/3307762/'}, {'actor_name': 'Скотт Сеол', 'link': '/name/3202262/'}, {'actor_name': 'Делия Татьяна', 'link': '/name/3002583/'}], ['none', 'none', 'none']]"
27008,Clank: Agent Recruit,https://www.kinopoisk.ru/film/878085/,2015,film,"[[{'name': 'Clank: Agent Recruit (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['Швеция', '/lists/movies/country--5/?b=films&b=top']]}, {'Жанр': [['боевик', '/lists/movies/genre--action/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top'], ['слова', '/film/878085/keywords/']]}, {'Слоган': '—'}, {'Режиссер': [['Pauli Janhunen Calderón', '/name/3827801/']]}, {'Сценарий': [['Pauli Janhunen Calderón', '/name/3827801/'], ['Эмильяно Валдес', '/name/1672834/'], ['Jonas Masko', '/name/3827805/'], ['...', '/film/878085/cast/who_is/writer/']]}, {'Продюсер': [['Mayte Calderón', '/name/3827813/'], ['Timo Janhunen', '/name/3827806/'], ['David Anghel', '/name/3827802/'], ['...', '/film/878085/cast/who_is/producer/']]}, {'Оператор': [['Pauli Janhunen Calderón', '/name/3827801/']]}, {'Композитор': [['Jonas Masko', '/name/3827805/']]}, {'Монтаж': [['Pauli Janhunen Calderón', '/name/3827801/']]}, {'Премьера в мире': [['18 июля 2015', '/film/878085/dates/'], ['...', '/film/878085/dates/']]}, {'Время': '101 мин. / 01:41'}], [{'actor_name': 'Эмильяно Валдес', 'link': '/name/1672834/'}, {'actor_name': 'Sasha Ytterskog', 'link': '/name/3893185/'}, {'actor_name': 'Ребека Андерссон', 'link': '/name/3670334/'}, {'actor_name': 'Pauli Janhunen Calderón', 'link': '/name/3827801/'}, {'actor_name': 'Jonas Masko', 'link': '/name/3827805/'}, {'actor_name': 'Pel Lindberg', 'link': '/name/3832782/'}, {'actor_name': 'Timo Janhunen', 'link': '/name/3827806/'}, {'actor_name': 'Gordon Woodward', 'link': '/name/3880413/'}, {'actor_name': 'Olof Rindestad', 'link': '/name/3778021/'}, {'actor_name': 'Hugo Alberto Witting', 'link': '/name/3916928/'}], ['none', 'none', 'none']]"
27009,Plage de sable,https://www.kinopoisk.ru/film/848090/,2015,film,"[[{'name': 'Plage de sable (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['Канада', '/lists/movies/country--6/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['триллер', '/lists/movies/genre--thriller/?b=films&b=top'], ['драма', '/lists/movies/genre--drama/?b=films&b=top'], ['детектив', '/lists/movies/genre--mystery/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Мари-Ив Хусте', '/name/2985359/']]}, {'Сценарий': [['Мари-Ив Хусте', '/name/2985359/']]}, {'Продюсер': [['Menaic Raoul', '/name/2481978/'], ['Габриэль Туга-Фрешетт', '/name/2481979/']]}, {'Оператор': [['Йен Лагарде', '/name/1808488/']]}, {'Композитор': '—'}, {'Художник': [['Бекка Блэквуд', '/name/2813240/']]}, {'Монтаж': [['Феликс Дюфур-Лаперрьер', '/name/2057730/']]}, {'Премьера в мире': [['16 июня 2015', '/film/848090/dates/']]}, {'Время': '21 мин.'}], [{'actor_name': 'Шарлотта Обен', 'link': '/name/1128444/'}, {'actor_name': 'Гэбриел Браун', 'link': '/name/1660559/'}, {'actor_name': 'Максим Коте', 'link': '/name/1118587/'}, {'actor_name': 'Алис Паскуаль', 'link': '/name/3753132/'}, {'actor_name': 'Adama Sidibé', 'link': '/name/2450358/'}], ['none', 'none', 'none']]"
27010,Coffee Grinder,https://www.kinopoisk.ru/film/879728/,2015,film,"[[{'name': 'Coffee Grinder (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['Канада', '/lists/movies/country--6/?b=films&b=top']]}, {'Жанр': [['короткометражка', '/lists/movies/genre--short/?b=films&b=top'], ['комедия', '/lists/movies/genre--comedy/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Дерек Барнс', '/name/3535149/']]}, {'Сценарий': [['Грегори Д. Заяц', '/name/1783/']]}, {'Продюсер': [['Джеймс МакДугалл', '/name/2877414/'], ['Джеймс Морли', '/name/3822424/'], ['Дерек Барнс', '/name/3535149/'], ['...', '/film/879728/cast/who_is/producer/']]}, {'Оператор': [['Дерек Барнс', '/name/3535149/']]}, {'Композитор': [['Shannon Penner', '/name/2804363/']]}, {'Монтаж': [['Дерек Барнс', '/name/3535149/']]}, {'Премьера в мире': [['20 марта 2015', '/film/879728/dates/']]}, {'Время': '9 мин.'}], [{'actor_name': 'Джеймс МакДугалл', 'link': '/name/2877414/'}, {'actor_name': 'Кэти Ульман', 'link': '/name/2228754/'}, {'actor_name': 'Грегори Д. Заяц', 'link': '/name/1783/'}], ['none', 'none', 'none']]"
27011,Blood Ridge,https://www.kinopoisk.ru/film/899954/,2015,film,"[[{'name': 'Blood Ridge (2015)', 'description': 'none', 'rating': '–', 'grades': ''}], [{'Год производства': [['2015', '/lists/movies/year--2015/?b=films&b=top']]}, {'Страна': [['США', '/lists/movies/country--1/?b=films&b=top']]}, {'Жанр': [['драма', '/lists/movies/genre--drama/?b=films&b=top']]}, {'Слоган': '—'}, {'Режиссер': [['Benjamin Klecan', '/name/4030198/']]}, {'Сценарий': [['Patrick Ian Rooks', '/name/4030199/'], ['Benjamin Klecan', '/name/4030198/']]}, {'Продюсер': [['Benjamin Klecan', '/name/4030198/']]}, {'Оператор': [['Оскар Эспино', '/name/2526610/']]}, {'Композитор': '—'}, {'Монтаж': [['Mackenzie Reiland', '/name/3794823/']]}, {'Бюджет': [['$7\xa0000', '/film/899954/box/']]}, {'Премьера в мире': [['1 апреля 2015', '/film/899954/dates/']]}, {'Время': '80 мин. / 01:20'}], [{'actor_name': 'Клэй Краски', 'link': '/name/1695992/'}, {'actor_name': 'Эбигейл Джексон', 'link': '/name/3084714/'}, {'actor_name': 'Адам Клейн', 'link': '/name/3448108/'}, {'actor_name': 'Teddy Gathmann', 'link': '/name/3339567/'}, {'actor_name': 'Тодд Уилсон', 'link': '/name/3185305/'}, {'actor_name': 'Molly Jenkins', 'link': '/name/4030200/'}], ['none', 'none', 'none']]"
