,name,links
0,Рик и Морти,https://www.kinopoisk.ru/series/685246/
1,Триггер,https://www.kinopoisk.ru/series/1100777/
2,Беспринципные,https://www.kinopoisk.ru/series/1355059/
3,Душа,https://www.kinopoisk.ru/film/775273/
4,Маша и Медведь,https://www.kinopoisk.ru/series/478491/
5,Довод,https://www.kinopoisk.ru/film/1236063/
6,Постучись в мою дверь,https://www.kinopoisk.ru/series/1392743/
7,Бесстыжие,https://www.kinopoisk.ru/series/571335/
8,Ходячие мертвецы,https://www.kinopoisk.ru/series/508161/
9,Сверхъестественное,https://www.kinopoisk.ru/series/178707/
10,Батя,https://www.kinopoisk.ru/film/1326397/
11,Черный ящик,https://www.kinopoisk.ru/film/1368311/
12,Еще по одной,https://www.kinopoisk.ru/film/1263705/
13,Голяк,https://www.kinopoisk.ru/series/1236393/
14,Проект «Анна Николаевна»,https://www.kinopoisk.ru/series/1322389/
15,Атака титанов,https://www.kinopoisk.ru/series/749374/
16,Огонь,https://www.kinopoisk.ru/film/1183599/
17,Фиксики,https://www.kinopoisk.ru/series/581653/
18,Викинги,https://www.kinopoisk.ru/series/682255/
19,Симпсоны,https://www.kinopoisk.ru/series/77164/
20,Зависнуть в Палм-Спрингс,https://www.kinopoisk.ru/film/1245524/
21,Последний богатырь: Корень зла,https://www.kinopoisk.ru/film/1249172/
22,Метод,https://www.kinopoisk.ru/series/838050/
23,Губка Боб квадратные штаны,https://www.kinopoisk.ru/series/161268/
24,Леди Баг и Супер-кот,https://www.kinopoisk.ru/series/958607/
25,Южный Парк,https://www.kinopoisk.ru/series/161252/
26,Непосредственно Каха!,https://www.kinopoisk.ru/film/1345717/
27,Калашников,https://www.kinopoisk.ru/film/1188248/
28,Соник в кино,https://www.kinopoisk.ru/film/1016160/
29,Мандалорец,https://www.kinopoisk.ru/series/1118138/
30,Эйфория,https://www.kinopoisk.ru/series/1178445/
31,Трудные подростки,https://www.kinopoisk.ru/series/1311936/
32,Три кота,https://www.kinopoisk.ru/series/935898/
33,Ход королевы,https://www.kinopoisk.ru/series/1253633/
